"author_id","name"
305,"Richard Bach"
306,"Kevin Sullivan"
307,"Michele Morgan"
308,"Scott Cunningham"
309,"David Allen Hulse"
310,"Richard Webster"
311,"Bernard King"
312,"Pat Hutchins"
313,"William Shakespeare"
314,"Melissa McClone"
315,"Cheryl St. John"
316,"Lewis Carroll"
317,"Mark Twain"
318,"Mary Crow Dog"
319,"Linda Gordon"
320,"Florence King"
321,"Alice Sebold"
322,"Spalding Gray"
323,"Thomas Harris"
324,"Edward Rutherfurd"
325,"Margaret Atwood"
326,"Dorothy Allison"
327,"Maya Angelou"
328,"Edith Wharton"
329,"Mary Brave Bird"
330,"John G. Neihardt"
331,"Roland Warren"
332,"Johnny Molloy"
333,"James McCourt"
334,"Elizabeth Wurtzel"
335,"Bill Bradley"
336,"Don Miguel Ruiz"
337,"Paul Lester"
338,"Leo Tolstoy"
339,"Simon Nye"
340,"Robert A Johnson"
341,"Marc Gascoigne"
342,"Stephanie Maze"
343,"Sandra Dallas"
344,"Anne McCaffrey"
345,"David Gemmell"
346,"Laura Zigman"
347,"Margaret Truman"
348,"Mark C. Young"
349,"Paula Danziger"
350,"Richard A. Lupoff"
351,"Carrie A. Bebris"
352,"Ellen Carol Dubois"
353,"Candice F. Ransom"
354,"Sam Bobrick"
355,"Anna"
356,"Donna K. Grosvenor"
357,"Mary Wollstonecraft Shelley"
358,"Valerie Block"
359,"Luanne Rice"
360,"T. Coraghessan Boyle"
361,"Ellen Gilchrist"
362,"Tim Gautreaux"
363,"Richard Russo"
364,"Jostein Gaarder"
365,"Anna Quindlen"
366,"Diane Johnson"
367,"Wally Lamb"
368,"Adeline Yen Mah"
369,"Barbara Ehrenreich"
370,"Dorothy Dunnett"
371,"John LeCarre"
372,"Singer Media Corporation"
373,"Emily Dickinson"
374,"Hazel Harrison"
375,"Joseph Girzone"
376,"Joseph F. Girzone"
377,"Lorraine Anderson"
378,"Ad Hudler"
379,"Josephine Carlton"
380,"Ted L. Nancy"
381,"Francis Wheen"
382,"Ellen Rimbauer"
383,"Sidney Sheldon"
384,"Christopher Moore"
385,"Robert Lacey"
386,"Tim Dorsey"
387,"Jodi Compton"
388,"Elmore Leonard"
389,"Lynn Coady"
390,"John Lawton"
391,"Eileen Yin-Fei Lo"
392,"Tilden Edwards"
393,"Vikram Seth"
394,"Elizabeth Gaskell"
395,"Anita Diamant"
396,"Lauren Haney"
397,"Gerald Stern"
398,"Martha Grimes"
399,"Henry James"
400,"Sarah Orne Jewett"
401,"William Carlos Williams"
402,"Rh Value Publishing"
403,"Harry Kemelman"
404,"Mil Millington"
405,"Suzanne G. Farnham"
406,"Czeslaw Milosz"
407,"Margaret Guenther"
408,"Roberto Juarroz"
409,"Hans Kmoch"
410,"Emma Mclaughlin"
411,"Paul Jennings"
412,"Mark E. Neely Jr."
413,"Stephen J. Weininger"
414,"Larry Katzenstein"
415,"David Steinman"
416,"Alfie Kohn"
417,"Paula Polk Lillard"
418,"David Lewis"
419,"Billie Livingston"
420,"Adele Lang"
421,"Jen Banbury"
422,"Patricia Daniels Cornwell"
423,"Catherine Coulter"
424,"Dominick Dunne"
425,"Clive Cussler"
426,"John Pascal"
427,"Carl Hiaasen"
428,"Jonathan Safran Foer"
429,"Francesca Marciano"
430,"Julia Glass"
431,"Tawni O'Dell"
432,"Jennifer Weiner"
433,"Danielle Steel"
434,"Leon Hale"
435,"Russell Banks"
436,"Samuel Taylor Coleridge"
437,"BRADLEY P WARSHAUER"
438,"Bobbie Ann Mason"
439,"Karen Robards"
440,"Emma Lathen"
441,"Faye Kellerman"
442,"Jacquelyn Mitchard"
443,"Diane Mott Davidson"
444,"Candace Bushnell"
445,"Kristin Hannah"
446,"Michael Marshall"
447,"Allen Widome"
448,"Wilbur Smith"
449,"Mike Thaler"
450,"Michael Slade"
451,"John Sandford"
452,"Tami Hoag"
453,"Ted Dekker"
454,"Angela Hunt"
455,"C. S. Lewis"
456,"C. S Lewis"
457,"Will Eisner"
458,"Robin Cook"
459,"E. Lynn Harris"
460,"Linda Goodman"
461,"Anne Rice"
462,"Judith Rossner"
463,"Marilyn French"
464,"Wayne W. Dyer"
465,"Armistead Maupin"
466,"Julie Morgenstern"
467,"Peter Straub"
468,"James Maybrick"
469,"Barbara Taylor Bradford"
470,"Lisa Jackson"
471,"Sharyn McCrumb"
472,"Cokie Roberts"
473,"Shana Corey"
474,"Jesse S. Ostrow"
475,"Justine Korman"
476,"Patricia Reilly Giff"
477,"Beverly Cleary"
478,"K.A. Applegate"
479,"Jane Yolen"
480,"Golden Books"
481,"Marvin Miller"
482,"Craig Boldman"
483,"H. G. Wells"
484,"Bobbie Kalman"
485,"Mercedes Lackey"
486,"Dorothy Gilman"
487,"MoveOn.org"
488,"Christopher Finch"
489,"Charles Frazier"
490,"Julia Spencer-Fleming"
491,"Fannie Flagg"
492,"Laura Ingall Wilder"
493,"Lisa Gardner"
494,"Gertrude Chandler Warner"
495,"Lynn S. Hightower"
496,"Eric Schlosser"
497,"Suzanne Brockmann"
498,"Gail Carson Levine"
499,"Frances Kuffel"
500,"Susan Conant"
501,"David Schickler"
502,"Judith McNaught"
503,"JANET EVANOVICH"
504,"Sylvia Plath"
505,"Ilona Koidahl"
506,"Fern Michaels"
507,"Betsy Byars"
508,"Bruce Sterling"
509,"Sarah Ban Breathnach"
510,"Alice Hoffman"
511,"Lisa Scottoline"
512,"Spencer Johnson"
513,"David Feldman"
514,"Richard Bausch"
515,"Katie Fforde"
516,"James Burke"
517,"Bliss Broyard"
518,"Sara Paretsky"
519,"Charles Webb"
520,"Elizabeth Benedict"
521,"Stanley Morison; Brooke Crutchley (editor); Mike P"
522,"Henry Miller"
523,"David Whyte"
524,"Thomas Cummings"
525,"Martha Beck"
526,"Desmond Tutu"
527,"Clayborne Carson"
528,"Jack Kerouac"
529,"Martin Buber"
530,"NiccolÃ² Machiavelli"
531,"Paul Monette"
532,"Ernest Hemingway"
533,"Melody Carlson"
534,"Alisa Kwitney"
535,"Billie Letts"
536,"Melissa Bank"
537,"Rena Kornreich Gelissen"
538,"Moon Unit Zappa"
539,"Ted Mooney"
540,"Susan Wiggs"
541,"Gwyn Hyman Rubio"
542,"Elisabeth Robinson"
543,"Audrey Niffenegger"
544,"Tim Farrington"
545,"Chaim Potok"
546,"Scott Spencer"
547,"V. S. Naipaul"
548,"Jean Giono"
549,"Alain-Fournier"
550,"Erich Maria Remarque"
551,"Roy Lewis"
552,"RenÃ© Barjavel"
553,"Alexandra David-NÃ©el"
554,"Charles Baudelaire"
555,"Radiguet"
556,"Emile Zola"
557,"Louis Pergaud"
558,"Collectif"
559,"Robert A. (Anson) Heinlein"
560,"Sten Nadolny"
561,"Cheryl Benard"
562,"Christa Wichterich"
563,"John Blofeld"
564,"Christine Obbo"
565,"Peter B Heim"
566,"Hera Lind"
567,"Jane Hamilton"
568,"Jack Higgins"
569,"Max Allan Collins"
570,"David Guterson"
571,"Bernhard Schlink"
572,"Eric Jerome Dickey"
573,"Patricia Gaffney"
574,"Richard Paul Evans"
575,"Marc Levy"
576,"Laney Katz Becker"
577,"Vladimir Nabokov"
578,"Jennifer Lauck"
579,"Joe Keenan"
580,"Jeanne Ray"
581,"Tony Parsons"
582,"Jane McCafferty"
583,"Laura Esquivel"
584,"J.R.R. Tolkien"
585,"Venise Berry"
586,"Jan Karon"
587,"Cormac McCarthy"
588,"Travis Thrasher"
589,"John McEnroe"
590,"Sally Mandel"
591,"Linda Lay Shuler"
592,"Janet Dailey"
593,"Claude Lanzmann"
594,"Lemony Snicket"
595,"Matthew Thomas"
596,"Boris Vian"
597,"Luis Sepulveda"
598,"Hubert Selby"
599,"Jacob Weisberg"
600,"David Lodge"
601,"Lily Seafield"
602,"Philip Ardagh"
603,"Iain Banks"
604,"David Crombie"
605,"John Steinbeck"
606,"Michael O'Mara"
607,"Richard Brassey"
608,"William Vance"
609,"R. W. Holder"
610,"From The Editors Of Southwater"
611,"Bernard Werber"
612,"Andy Sloss"
613,"Allan Zola Kronzek"
614,"Charles L Squire"
615,"Gordon Jarvie"
616,"Alan Spence"
617,"Helene Siegel"
618,"A A Milne"
619,"A. A. Milne"
620,"Eric Thompson"
621,"Elizabeth Strout"
622,"David Sedaris"
623,"Leslie Feinberg"
624,"Chris Anne Wolfe"
625,"Lauren Sanders"
626,"Gael Baudino"
627,"Lauren Maddison"
628,"Carol Anshaw"
629,"Jean Stewart"
630,"Emma Donoghue"
631,"Deborah E. McDowell"
632,"Karen X. Tulchinsky"
633,"Jill Thompson"
634,"Jody Seay"
635,"Manda Scott"
636,"Jeff Foxworthy"
637,"Terry Brooks"
638,"A.C. Crispin"
639,"Madelyn Arnold"
640,"Tamora Pierce"
641,"Carolyn Chute"
642,"Sara Orwig"
643,"Melisa Michaels"
644,"Isobel Bird"
645,"Frederik Pohl"
646,"Vonda McIntyre"
647,"John Varley"
648,"Nancy Garden"
649,"Nicola Griffith"
650,"Julie Campbell"
651,"Lee Smith"
652,"Jacqueline Woodson"
653,"Pat Summitt"
654,"Richard Belzer"
655,"Nick Hornby"
656,"Andrew L Johnson"
657,"Marian Babson"
658,"Kathleen O'Neal Gear"
659,"Paul Phifer"
660,"Peter Hoeg"
661,"Erma Bombeck"
662,"John Mortimer"
663,"E.L. Doctorow"
664,"Simon Schama"
665,"Frank Waters"
666,"Karen Hesse"
667,"Kenneth Oppel"
668,"Carol Ryrie Brink"
669,"K. A. Applegate"
670,"Shelly Roberts"
671,"Diane Duane"
672,"Carolee Brockman"
673,"Rachel Roberts"
674,"Shelley Roberts"
675,"Lensey Namioka"
676,"Jackie Eileen Behrend"
677,"Andrew Clements"
678,"Lois Lowry"
679,"Brother Yun"
680,"Katherine Khodorowsky"
681,"Milena Moser"
682,"Patricia Highsmith"
683,"Stephen R. Donaldson"
684,"Todd Herzog"
685,"John Borneman"
686,"Robert S. McElvaine"
687,"Bram Stoker"
688,"Michael A. Stackpole"
689,"Langston Hughes"
690,"Carol Matthews"
691,"Carole Matthews"
692,"Jacqueline L. Tobin"
693,"Marion Zimmer Bradley"
694,"Andrei Codrescu"
695,"Carolyne Aarsen"
696,"Jack Chapman"
697,"Anthony J Alessandra"
698,"Charles R Swindoll"
699,"Orson Scott Card"
700,"V. A. Howard"
701,"Walter P. Wilson"
702,"Bruce Fries"
703,"Rush Limbaugh"
704,"Anne Dingus"
705,"Kate Chopin"
706,"Kirk Kazanjian"
707,"Donald Merriam Allen"
708,"William R. Maples"
709,"Carl Hausman"
710,"Richard Peck"
711,"Michael Connelly"
712,"John Lescroart"
713,"John Jakes"
714,"Alice McDermott"
715,"Hilary Bailey"
716,"Howard Fast"
717,"Jessica Fletcher"
718,"Eileen Goudge"
719,"Arnette Lamb"
720,"Walter Cronkite"
721,"Tom Mula"
722,"Lois Faye Dyer"
723,"Sharon Lamb"
724,"Sir Arthur Conan Doyle"
725,"Agatha Christie"
726,"Mark Cohen"
727,"Sherry Shahan"
728,"Helen R. Myers"
729,"Della Rowland"
730,"Irving Adler"
731,"Elizabeth Peters"
732,"Shirlee Busbee"
733,"Emily BrontÃ«"
734,"Frank Peretti"
735,"John A. Keel"
736,"Jan Gabriel"
737,"Rebecca Winters"
738,"Meg Cabot"
739,"Tanith Lee"
740,"Cathy Thacker"
741,"Richard Burton"
742,"Jeffrey Eugenides"
743,"Beverly Hastings"
744,"Savinien Cyrano De Bergerac"
745,"James C. Robertson"
746,"Teresa Southwick"
747,"Judith Guest"
748,"Sandra Field"
749,"Helen Brooks"
750,"Blanche Fisher Wright"
751,"George Gately"
752,"Dean R. Koontz"
753,"James Lee Burke"
754,"Michael Chabon"
755,"Barbara Michaels"
756,"Norton Juster"
757,"Michael Blake"
758,"John Bellairs"
759,"Carole Nelson Douglas"
760,"William Goldman"
761,"Marc Reisner"
762,"Mark Bowden"
763,"Jonathan Pearce"
764,"Emily Bronte"
765,"Alain De Botton"
766,"Chuck Palahniuk"
767,"E. Annie Proulx"
768,"Adam Davies"
769,"Harry M. Walker"
770,"Nicholas Evans"
771,"L.M. Montgomery"
772,"Hermann Vinke"
773,"David Mitchell"
774,"Charles Bukowski"
775,"Haruki Murakami"
776,"Frances Hodgson Burnett"
777,"Patricia C. Wrede"
778,"Jack London"
779,"Bruce Wilkinson"
780,"Malcolm Goodway"
781,"Ann-Marie MacDonald"
782,"Linda Howard"
783,"Sue Miller"
784,"Sheri S. Tepper"
785,"Dr. Seuss"
786,"Tobias Wolff"
787,"Isaac Bashevis Singer"
788,"Gary Zukav"
789,"Alfred H. Kelly"
790,"B Kliban"
791,"Judy Blunt"
792,"William Trevor"
793,"Alice Walker"
794,"Stephen Gazi"
795,"Wallace Stegner"
796,"Don DeLillo"
797,"Ralph Ellison"
798,"Shel Silverstein"
799,"Jhumpa Lahiri"
800,"Liz Trigg"
801,"Charles Sullivan"
802,"Tom Robbins"
803,"Ursula Hegi"
804,"Samuel Richardson"
805,"Valerie Martin"
806,"Gill Farrer-Halls"
807,"John Mordock"
808,"Susan Bowes"
809,"Diana Gabaldon"
810,"Zadie Smith"
811,"Natalie Goldberg"
812,"Sue Grafton"
813,"William J. Kennedy"
814,"Bob Shacochis"
815,"Randy Alcorn"
816,"Nancy Cobb"
817,"Margriet De Moor"
818,"Dale Carnegie"
819,"Clifford Stoll"
820,"Sandra Cisneros"
821,"Gary Paulsen"
822,"Marguerite Henry"
823,"Sherry Garland"
824,"Kimberly Kirberger"
825,"Ariella Papa"
826,"Michael J. Rosen"
827,"Dawn Chipman"
828,"Shannon Olson"
829,"Naylor"
830,"Karen Stolz"
831,"Clare Naylor"
832,"Stephen Chbosky"
833,"Margaret Weis"
834,"Ivan Doig"
835,"Sylvia Nasar"
836,"Ha Jin"
837,"Elizabeth Laird"
838,"Harlan Ellison"
839,"David M. Gitlitz"
840,"Wolfgang Hohlbein"
841,"Christoph Hein"
842,"Gaby Hauptmann"
843,"Carolyn See"
844,"Christa Wolf"
845,"Thomas Brussig"
846,"Piers Vitebsky"
847,"Christopher A. Weidner"
848,"Robert Silverberg"
849,"H.P. Lovecraft"
850,"Pamela Grim"
851,"Arthur C. Clarke"
852,"Jay Bennett"
853,"J. Applegate"
854,"Michael J. Straczynski"
855,"John Myers Myers"
856,"Reay Tannahill"
857,"Jack Whyte"
858,"Peter Matthiessen"
859,"Paul Kent"
860,"Robin McKinley"
861,"Hank Whittemore"
862,"Ellyn Satter"
863,"Bill Brittain"
864,"August Wilson"
865,"Marilynne Robinson"
866,"Sigrid Nunez"
867,"Paul Auster"
868,"Amanda Scott"
869,"John Fowles"
870,"Fodor's"
871,"A'Lelia Bundles"
872,"Dorothy L. Sayers"
873,"Jude Deveraux"
874,"Anne Morrow Lindbergh"
875,"Laurie R. King"
876,"Jeanne DuPrau"
877,"Louise Erdrich"
878,"Melinda Haynes"
879,"Belle Yang"
880,"Carol Shields"
881,"Tim Powers"
882,"Jean Lorrah"
883,"Barbara Erskine"
884,"Annegrit Arens"
885,"Hans J. Alpers"
886,"Jerome D. Salinger"
887,"Hermann Hesse"
888,"Claudia Von Zglinicki"
889,"Linda Lael Miller"
890,"Jane Feather"
891,"William R. Forstchen"
892,"Spider Robinson"
893,"Dennis L. McKiernan"
894,"Rush"
895,"Lionel Fenn"
896,"Carole Halston"
897,"Christine Rimmer"
898,"BJ James"
899,"Truman Capote"
900,"Beth Nimmo"
901,"Johann Wolfgang Von Goethe"
902,"Thomas Elsaesser"
903,"Adrian Plass"
904,"Stephen Quirke"
905,"James Herbert"
906,"William Sutcliffe"
907,"JANOSCH"
908,"Jean De Brunhoff"
909,"Philippe Fix"
910,"Claudia Keller"
911,"F. Paul Wilson"
912,"Arnold A. Lazarus"
913,"Clarissa Pinkola EstÃ©s"
914,"Virginia Allen Jensen"
915,"John Paul Allen"
916,"Hubert Jr Selby"
917,"G. B. Trudeau"
918,"Gary Larson"
919,"Garrison Keillor"
920,"Berke Breathed"
921,"Barbara Ann Kipfer"
922,"Stephen Fried"
923,"George Stephanopoulos"
924,"Rita Mae Brown"
925,"Cornelia Funke"
926,"Stan Lee"
927,"Camille Paglia"
928,"James Kahn"
929,"James McBride"
930,"Louis Sachar"
931,"Eric Van Lustbader"
932,"Robert Asprin"
933,"Marshall Govindan"
934,"Nomi Eve"
935,"Bruce Catton"
936,"William Gibson"
937,"Clement Eaton"
938,"H.G. Wells"
939,"Judy Collins"
940,"Oliver Sacks"
941,"Annette Broadrick"
942,"Rachel Cohn"
943,"Carolyn Keene"
944,"Rachel Naomi Remen"
945,"Jayne Ann Krentz"
946,"Joan Smith"
947,"Kaye Gibbons"
948,"Bryn C. Collins"
949,"Peter Jennings"
950,"Eliza Osborne"
951,"Howard Norman"
952,"John Griesemer"
953,"Marly A. Swick"
954,"John L'Heureux"
955,"Molly Ivins"
956,"Forrest Carter"
957,"Umberto Eco"
958,"Greg Bear"
959,"Kathy Reichs"
960,"Jeffrey Deaver"
961,"Martin Cruz Smith"
962,"V.C. Andrews"
963,"Stephen Hill"
964,"E.W. Heine"
965,"Donna Fletcher"
966,"Jeanne Larsen"
967,"Bari Wood"
968,"James Gould Cozzens"
969,"Reidar Jonsson"
970,"June Vendall Clark"
971,"Robert Reilly"
972,"Kem Nunn"
973,"Larry King"
974,"Ernest J. Gaines"
975,"Anne Lamott"
976,"Bret Lott"
977,"Zora Neale Hurston"
978,"Jude Fisher"
979,"Salman Rushdie"
980,"G. P. Taylor"
981,"Bill Bryson"
982,"Judy Astley"
983,"Roger E. Allen"
984,"Margaret Tempest"
985,"James Barclay"
986,"Kahlil Gibran"
987,"LIBBY PURVES"
988,"Jane Kirkpatrick"
989,"Tess Gerritsen"
990,"Olive Ann Burns"
991,"Michael Ende"
992,"Annie Proulx"
993,"Corrie Ten Boom"
994,"Bodie Thoene"
995,"Marlo Schalesky"
996,"Michael Paterniti"
997,"Dorothy R. Miller"
998,"Steve Martin"
999,"Banana Yoshimoto"
1000,"Ann Rae Jonas"
1001,"Reader's Digest"
1002,"Joseph Campbell"
1003,"Dyanne Gibson"
1004,"Isaac Asimov"
1005,"Bruce Coville"
1006,"Edwidge Danticat"
1007,"JOE R LANSDALE"
1008,"Arturo Perez-Reverte"
1009,"Sheila O'Connor"
1010,"Erik Larson"
1011,"Saul Bellow"
1012,"Dan Millman"
1013,"Ned Vizzini"
1014,"Laurie Halse Anderson"
1015,"Chris Wooding"
1016,"Mary McGarry Morris"
1017,"Brian O'Leary"
1018,"David Peat"
1019,"L. Ron Hubbard"
1020,"Jeffery Deaver"
1021,"Stephen Coonts"
1022,"John Whitman"
1023,"Peter Kummer"
1024,"Sven Regener"
1025,"Wendy Leigh"
1026,"Dorothy Sterling"
1027,"B. K. S. Iyengar"
1028,"Kate Atkinson"
1029,"Susan M. McIntosh"
1030,"Thomas Nelson"
1031,"Diane Muldrow"
1032,"Robert Bloch"
1033,"Mollie Molay"
1034,"Grace Collins"
1035,"Judy Blume"
1036,"Jonathan Rabb"
1037,"Patrick Robinson"
1038,"Robert T. Bakker"
1039,"Fred Saberhagen"
1040,"Richard Moran"
1041,"Michael DiMercurio"
1042,"Wilkie Collins"
1043,"Randall Wallace"
1044,"Rhoda Huffey"
1045,"Calvin Trillin"
1046,"Rachel Simon"
1047,"Nick Earls"
1048,"Carol Emshwiller"
1049,"Edith Konecky"
1050,"Jonathan Harr"
1051,"Ayn Rand"
1052,"Alexandre Dumas"
1053,"Dorothy Garlock"
1054,"Whitney Otto"
1055,"Michael Cunningham"
1056,"Diane Ackerman"
1057,"Susan Isaacs"
1058,"Douglas Preston"
1059,"Kim Stanley Robinson"
1060,"William Safire"
1061,"Leslie Glass"
1062,"Cathy Cash Spellman"
1063,"Grace Slick"
1064,"Jerry Bledsoe"
1065,"Jane Sigaloff"
1066,"Marian Keyes"
1067,"Melissa Rossi"
1068,"Jackie Collins"
1069,"Drew Barrymore"
1070,"Carrie Alexander"
1071,"Lori Handeland"
1072,"Debra Salonen"
1073,"Deborah Laake"
1074,"Margaret Way"
1075,"Marisa Carroll"
1076,"Eduardo Duran"
