"author_id","isbn"
94,"9780553347593"
95,"9780671621001"
96,"9780679763970"
97,"9780684822730"
11955,"9780684822730"
98,"9780786868711"
99,"9780671864767"
11956,"9780671864767"
100,"9780671521516"
101,"9780440222309"
11957,"9780440222309"
102,"9780312953454"
103,"9780446608657"
104,"9780446612548"
11958,"9780446612548"
103,"9780446612616"
105,"9780451208088"
106,"9780553584387"
107,"9780671027360"
108,"9780812575958"
109,"9780316735735"
110,"9780743439749"
111,"9780345372703"
112,"9780380619450"
111,"9780446325806"
113,"9780451406927"
11959,"9780451406927"
114,"9780671042851"
115,"9780743249997"
116,"9780840734532"
117,"9780425184226"
118,"9780375500763"
119,"9789724119373"
120,"9780451205193"
121,"9780060929794"
122,"9780060976842"
123,"9780061099328"
45,"9780671004576"
124,"9780446601641"
125,"9780330484510"
126,"9780385721790"
127,"9780393020373"
128,"9781900850308"
129,"9781903019696"
130,"9780345425294"
131,"9780451410313"
132,"9780553583465"
133,"9780380778553"
134,"9780451525222"
11960,"9780451525222"
135,"9780002740234"
136,"9780385336772"
137,"9780440949428"
138,"9780505524997"
139,"9780140252804"
140,"9780451452757"
141,"9780812575484"
124,"9780446517478"
142,"9780060801267"
143,"9780061030147"
11961,"9780061030147"
144,"9780140250961"
145,"9780446527163"
146,"9780671461492"
147,"9780385337632"
148,"9780395755143"
149,"9780451206671"
150,"9780330332774"
41,"9780486284736"
11962,"9780486284736"
151,"9780671021740"
151,"9780671047610"
151,"9780671504281"
152,"9780399138683"
153,"9780785263296"
9481,"9780785263296"
154,"9780830714018"
155,"9780345354938"
156,"9780553278224"
157,"9783150000335"
11963,"9783150000335"
156,"9783257203653"
11964,"9783257203653"
158,"9783257207521"
156,"9783257208627"
156,"9783257208634"
156,"9783257208665"
156,"9783257210453"
11968,"9783257210453"
156,"9783257212051"
156,"9783257212426"
156,"9783257214154"
156,"9783257216417"
159,"9783257233056"
11970,"9783257233056"
161,"9783423116718"
162,"9783423241489"
163,"9783426605684"
164,"9783453212152"
165,"9783462021097"
166,"9783492045643"
11972,"9783492045643"
167,"9783498020866"
11973,"9783498020866"
168,"9783499110696"
168,"9783499151507"
169,"9783518111000"
170,"9783548254265"
164,"9783570300091"
11975,"9783570300091"
171,"9783596292646"
172,"9780060977498"
173,"9780312872687"
104,"9780316602907"
104,"9780316693004"
35,"9780345311399"
28,"9780345378491"
35,"9780345404794"
174,"9780345433176"
175,"9780375400117"
176,"9780375705854"
177,"9780380717019"
178,"9780380718337"
179,"9780380754502"
11976,"9780380754502"
180,"9780380766543"
180,"9780380807864"
181,"9780385316897"
19,"9780385497466"
19,"9780385508049"
182,"9780385509459"
19,"9780385511612"
183,"9780385730587"
184,"9780425164402"
185,"9780440234968"
104,"9780446605489"
186,"9780446610391"
187,"9780449006528"
174,"9780449911006"
114,"9780451162076"
188,"9780451186645"
189,"9780452282155"
190,"9780515132908"
191,"9780553580389"
192,"9780590598842"
193,"9780590629713"
46,"9780671023614"
107,"9780671027384"
194,"9780684848785"
107,"9780743486224"
195,"9780786863983"
196,"9780803251717"
197,"9780804117937"
198,"9781400031801"
15,"9781558742628"
1301,"9781558742628"
199,"9780060987107"
200,"9780151008117"
201,"9780375704963"
202,"9780525947646"
203,"9780804111355"
15,"9781558744158"
1301,"9781558744158"
204,"9780435272685"
109,"9780316782500"
205,"9780061020636"
205,"9780060013110"
205,"9780060199562"
206,"9780060527792"
11977,"9780060527792"
207,"9780060563073"
208,"9780060809027"
205,"9780061040962"
11978,"9780061040962"
205,"9780061050473"
205,"9780061052514"
205,"9780061052521"
209,"9780064472265"
41,"9780140620665"
210,"9780312148263"
211,"9780312156961"
212,"9780312890049"
213,"9780345431912"
231,"9780345431912"
214,"9780373836024"
215,"9780375751516"
742,"9780375751516"
216,"9780375801679"
11979,"9780375801679"
217,"9780375814242"
6987,"9780375814242"
73,"9780375823350"
73,"9780375823459"
73,"9780375823466"
164,"9780380730445"
156,"9780380973835"
218,"9780385327770"
219,"9780394586236"
220,"9780439510110"
221,"9780440241416"
222,"9780451409256"
223,"9780451523419"
41,"9780451526274"
5278,"9780451526274"
224,"9780451526342"
225,"9780486415864"
226,"9780553280586"
39,"9780571197637"
227,"9780670035267"
1711,"9780670035267"
225,"9780679423072"
219,"9780679751342"
228,"9780684833392"
229,"9780743245029"
230,"9780749748005"
230,"9780749748029"
231,"9780963094421"
232,"9781401201173"
11980,"9781401201173"
231,"9781563892271"
11981,"9781563892271"
232,"9781563898587"
231,"9781569716205"
11982,"9781569716205"
233,"9781592571307"
234,"9780374270322"
235,"9780375719189"
236,"9780440235507"
19,"9780440237228"
237,"9781573225489"
66,"9781853260674"
238,"9780060977474"
239,"9780345391698"
240,"9780520011175"
7956,"9780520011175"
241,"9780553278743"
242,"9780670856046"
360,"9780670856046"
243,"9780872200760"
11983,"9780872200760"
244,"9780937858998"
11984,"9780937858998"
245,"9780671649944"
246,"9780590431118"
247,"9780064470117"
248,"9780553571486"
249,"9780972044202"
250,"9780312963002"
251,"9780345430472"
252,"9780345435866"
11985,"9780345435866"
253,"9780380728725"
254,"9780380818402"
11986,"9780380818402"
255,"9780449912300"
256,"9780553291988"
257,"9780671018931"
258,"9780812541649"
259,"9780312988692"
260,"9780486282114"
11962,"9780486282114"
261,"9780670815371"
262,"9780385313742"
263,"9781575843360"
46,"9780684193953"
146,"9780345371980"
11987,"9780345371980"
264,"9780380730131"
265,"9781573228732"
266,"9789681500559"
267,"9780380711109"
268,"9780452283916"
117,"9780425120279"
269,"9780671534844"
270,"9780380728275"
271,"9780446606196"
272,"9780771076008"
11988,"9780771076008"
273,"9780771088193"
274,"9781559703239"
275,"9783596214624"
11989,"9783596214624"
276,"9780062770509"
277,"9780671847548"
278,"9780060188733"
217,"9780140374247"
11990,"9780140374247"
279,"9780142001745"
11991,"9780142001745"
280,"9780195086294"
11992,"9780195086294"
4930,"9780195086294"
107,"9780312995423"
281,"9780380704583"
282,"9780380815920"
19,"9780385416344"
283,"9780385418492"
19,"9780385424714"
284,"9780425098103"
285,"9780449005415"
286,"9780449202630"
286,"9780449207543"
287,"9780515128550"
146,"9780517577400"
288,"9780590450874"
11993,"9780590450874"
288,"9780590481373"
11993,"9780590481373"
289,"9780671036195"
290,"9780684177731"
291,"9780684180205"
289,"9780743411264"
292,"9780743470384"
293,"9780762188574"
294,"9780767905930"
295,"9780800706548"
296,"9780801096679"
297,"9780849953019"
298,"9780891091967"
299,"9780915811533"
300,"9780927545372"
301,"9781575024172"
302,"9781880185001"
303,"9780140345803"
304,"9780156528207"
305,"9780380012862"
306,"9780451154910"
307,"9780785815143"
308,"9780875421285"
309,"9781567184297"
310,"9781567187960"
311,"9781862047624"
312,"9780020437505"
312,"9780020437505"
313,"9780198320265"
11994,"9780198320265"
314,"9780373196982"
315,"9780373245581"
316,"9780451527745"
6823,"9780451527745"
45,"9780671867119"
317,"9780812504200"
122,"9780060173289"
318,"9780060973896"
2346,"9780060973896"
238,"9780061013515"
319,"9780140104684"
320,"9780312143374"
321,"9780316666343"
322,"9780394568942"
323,"9780440224679"
324,"9780449002636"
325,"9780449213773"
326,"9780452279698"
325,"9780553569056"
327,"9780679427438"
328,"9780679725398"
329,"9780802114365"
330,"9780803233010"
11995,"9780803233010"
331,"9780819154941"
332,"9780897322331"
333,"9780940322974"
11996,"9780940322974"
334,"9781573225120"
335,"9781579651657"
336,"9781878424310"
337,"9780600586890"
338,"9781853260629"
339,"9781857938012"
340,"9780060804152"
341,"9780140382655"
342,"9780152012960"
343,"9780312283780"
155,"9780345297709"
155,"9780345313096"
344,"9780345335463"
345,"9780345416841"
346,"9780385333405"
19,"9780440211457"
347,"9780449212080"
348,"9780553582680"
349,"9780590947251"
7659,"9780590947251"
350,"9780743458290"
1005,"9780743458290"
351,"9780786913879"
352,"9780801491825"
353,"9780816729913"
354,"9780843136685"
11997,"9780843136685"
355,"9780866119535"
11998,"9780866119535"
225,"9780866119566"
11999,"9780866119566"
356,"9780870441660"
12000,"9780870441660"
357,"9781561561421"
11444,"9781561561421"
134,"9780553210095"
344,"9780553258523"
261,"9780688163723"
358,"9781569471098"
359,"9780553580990"
321,"9780316168816"
360,"9780140238280"
361,"9780316314923"
274,"9780345424716"
362,"9780375414749"
363,"9780375726408"
325,"9780385503853"
364,"9780425156841"
365,"9780440226109"
366,"9780452277335"
44,"9780553802481"
367,"9780671021009"
368,"9780767903578"
369,"9780805063899"
370,"9780679777434"
371,"9780553285345"
372,"9780486285528"
149,"9780671002480"
373,"9780812523386"
374,"9780895774668"
375,"9780020199090"
376,"9780385495141"
377,"9780679733829"
50,"9780842329125"
2134,"9780842329125"
378,"9780345451262"
379,"9780740700231"
380,"9780380973545"
9518,"9780380973545"
381,"9780393321579"
114,"9780743424424"
382,"9780786868018"
12001,"9780786868018"
383,"9780446610179"
384,"9780684854953"
12002,"9780684854953"
45,"9780743229876"
385,"9780380617623"
386,"9780380732333"
387,"9780385337137"
388,"9780440235057"
388,"9780445402041"
389,"9780618119769"
390,"9780871138644"
391,"9780026329859"
392,"9780060621254"
39,"9780060915544"
39,"9780060917012"
393,"9780060925000"
226,"9780060932756"
123,"9780061000287"
394,"9780192815316"
12003,"9780192815316"
395,"9780312195519"
396,"9780380792665"
397,"9780393048971"
152,"9780399137808"
46,"9780399147395"
48,"9780451203045"
398,"9780451410559"
399,"9780451523310"
400,"9780486281964"
401,"9780486292946"
402,"9780517626399"
328,"9780684824444"
403,"9780743458306"
404,"9780812966664"
405,"9780819215635"
12004,"9780819215635"
406,"9780880011020"
407,"9781561011520"
408,"9781877727085"
12005,"9781877727085"
409,"9780486206172"
12006,"9780486206172"
410,"9780312278588"
12007,"9780312278588"
411,"9780140370904"
412,"9780674511255"
413,"9780030096181"
12008,"9780030096181"
414,"9780312965747"
415,"9780345374653"
416,"9780395710906"
417,"9780805210613"
418,"9780823032617"
419,"9780679310006"
420,"9780312288112"
421,"9780316171106"
422,"9780380710218"
423,"9780515118650"
424,"9780553289060"
425,"9780671000301"
45,"9780671673680"
426,"9781561672035"
427,"9780425178249"
12009,"9780425178249"
428,"9780618173877"
200,"9780156027328"
429,"9780375403583"
430,"9780385721424"
431,"9780451202345"
432,"9780743418195"
433,"9780385335409"
434,"9780965746823"
435,"9780060923242"
436,"9780486272665"
437,"9780786015276"
12010,"9780786015276"
438,"9780060913502"
287,"9780553272833"
439,"9780440225072"
440,"9780312145545"
44,"9780425181119"
441,"9780380732685"
442,"9780140286274"
287,"9780373484102"
285,"9780449907481"
443,"9780553107302"
444,"9780802138255"
287,"9780515127836"
445,"9780345441133"
446,"9780515134278"
447,"9780945586050"
19,"9780385490993"
19,"9780385424721"
448,"9780312980382"
449,"9780590419628"
12011,"9780590419628"
19,"9780385472951"
450,"9780451195661"
451,"9780425182871"
12012,"9780425182871"
452,"9780553564525"
452,"9780553564518"
45,"9780743412629"
453,"9780849943720"
454,"9780849943454"
453,"9780849943713"
455,"9780590406017"
456,"9780020442400"
457,"9780553225983"
458,"9780425177365"
110,"9780671868710"
459,"9780385498258"
460,"9780553202298"
461,"9780345313867"
461,"9780345369949"
462,"9780671701246"
463,"9780345353627"
464,"9780308102286"
465,"9780060171438"
466,"9780805056495"
467,"9780679401377"
468,"9781562827045"
12013,"9781562827045"
433,"9780385306034"
469,"9780816152445"
470,"9780821772959"
471,"9780345379450"
132,"9780553576924"
45,"9780743206051"
472,"9780688169671"
473,"9780439319553"
12014,"9780439319553"
474,"9780590870153"
12015,"9780590870153"
475,"9780307001160"
12016,"9780307001160"
4529,"9780307001160"
476,"9780440441502"
477,"9780590687300"
478,"9780439061643"
479,"9780439569842"
12014,"9780439569842"
480,"9780307118707"
481,"9780590418850"
482,"9780307201522"
483,"9780816728732"
12017,"9780816728732"
484,"9780865050884"
485,"9780812519655"
485,"9780812524857"
486,"9780449211779"
487,"9781930722293"
485,"9780812521122"
488,"9780345251732"
489,"9781400077823"
490,"9780312995430"
490,"9780312312626"
491,"9780446394529"
492,"9780590021111"
194,"9780684842677"
12018,"9780684842677"
493,"9780553578690"
477,"9780380709267"
12019,"9780380709267"
494,"9780807565285"
490,"9780312986766"
73,"9780345413376"
73,"9780345413369"
73,"9780679893103"
495,"9780061096099"
471,"9780345369062"
471,"9780451184719"
486,"9780449209127"
496,"9780060938451"
497,"9780804119528"
498,"9780060575809"
498,"9780060558864"
499,"9780767912914"
500,"9780553298864"
501,"9780385335676"
48,"9780440122098"
502,"9780671525835"
156,"9780553279573"
503,"9780061009051"
504,"9780060930189"
505,"9780516076270"
35,"9780679450436"
506,"9780821775868"
506,"9780821770207"
507,"9780670855759"
508,"9780553562811"
104,"9780446364195"
509,"9780446519137"
510,"9780425179673"
511,"9780061042942"
512,"9780399144462"
12020,"9780399144462"
126,"9780965404563"
513,"9780060157814"
12021,"9780060157814"
514,"9780060930707"
515,"9780312206765"
516,"9780316116022"
517,"9780156013963"
518,"9780385314015"
519,"9780743444163"
520,"9780618231614"
521,"9781567920048"
522,"9780811203227"
523,"9781573229142"
524,"9780787955670"
12022,"9780787955670"
525,"9780425174487"
526,"9780385496902"
527,"9780446523998"
12023,"9780446523998"
528,"9780140185218"
12024,"9780140185218"
529,"9780684717258"
12025,"9780684717258"
12026,"9780486272740"
531,"9780062507242"
532,"9780684801223"
533,"9781576737354"
534,"9780060083298"
535,"9780446672214"
536,"9780140293241"
537,"9780807070710"
12027,"9780807070710"
538,"9780743213837"
539,"9780345305473"
540,"9780061080517"
541,"9780142000205"
542,"9780316735025"
543,"9781931561464"
109,"9780156007108"
544,"9780062517852"
36,"9780679767787"
545,"9780449911686"
546,"9780425169629"
545,"9780449207758"
545,"9780449245699"
547,"9780140029406"
547,"9780140021561"
548,"9782253004028"
549,"9782253005278"
12029,"9782253005278"
550,"9782253006701"
12030,"9782253006701"
551,"9782266084376"
554,"9782253007104"
12031,"9782253007104"
156,"9782070417742"
12032,"9782070417742"
555,"9782266033688"
556,"9782070384341"
12033,"9782070384341"
548,"9782070538805"
12034,"9782070538805"
557,"9782070334360"
558,"9782290314951"
559,"9782290005101"
560,"9783492207003"
561,"9783499177750"
12035,"9783499177750"
562,"9783889774019"
563,"9783502670001"
564,"9780905762487"
562,"9783499222603"
565,"9783746670058"
41,"9780140620429"
566,"9783596144433"
172,"9783442724680"
12036,"9783442724680"
107,"9780385504201"
186,"9780446525503"
567,"9780385500760"
568,"9780399147012"
150,"9780670892969"
264,"9780688180638"
109,"9780316789080"
569,"9780451197276"
255,"9780425184127"
570,"9780151001002"
19,"9780385505833"
571,"9780679442790"
12037,"9780679442790"
572,"9780525943860"
445,"9780609605929"
573,"9780060191924"
45,"9780743206044"
289,"9780684864846"
574,"9780684867816"
575,"9780743406178"
576,"9780380978533"
274,"9780679603351"
577,"9780679410430"
186,"9780446523561"
578,"9780671042554"
35,"9780679450443"
579,"9780140107647"
580,"9780609606728"
186,"9780446527798"
186,"9780446531337"
581,"9781570717253"
582,"9780060192631"
583,"9780385420167"
12038,"9780385420167"
584,"9780345339713"
585,"9780525944638"
238,"9780393040166"
287,"9780399147128"
586,"9780670031047"
587,"9780394574745"
104,"9780316969444"
45,"9780743230056"
1321,"9780743230056"
104,"9780316693202"
12039,"9780316693202"
574,"9780684868912"
588,"9780842336215"
589,"9780399148583"
12040,"9780399148583"
289,"9780684864327"
572,"9780525944836"
590,"9780345428905"
591,"9780451176813"
112,"9780671525798"
286,"9780718144531"
592,"9780446602082"
593,"9780394551425"
7305,"9780394551425"
594,"9780064407663"
12041,"9780064407663"
595,"9780007100224"
596,"9782253148531"
121,"9782253043973"
12043,"9782253043973"
597,"9782020315494"
598,"9780747549925"
599,"9780743462334"
600,"9780140253580"
601,"9780947782146"
602,"9780571203543"
603,"9780349101774"
599,"9780743222228"
604,"9781854795496"
605,"9780140292916"
606,"9781854795557"
607,"9781858813097"
608,"9782871290919"
12044,"9782871290919"
609,"9780198604020"
610,"9781842151051"
611,"9782253063339"
612,"9781860198595"
613,"9780767908474"
12045,"9780767908474"
614,"9781842040157"
615,"9780140622065"
602,"9780571209521"
596,"9782264009302"
616,"9781841952932"
617,"9780890877562"
12046,"9780890877562"
618,"9781405200677"
619,"9780416196771"
620,"9780747538066"
621,"9780375501340"
435,"9780060927240"
622,"9780316776967"
623,"9781563410291"
231,"9780060934712"
624,"9781886383425"
625,"9781888451085"
626,"9780451450258"
627,"9781555835958"
628,"9780395877562"
629,"9780962893865"
630,"9781555834531"
631,"9780393318432"
632,"9780889740822"
326,"9781563410444"
633,"9781563899386"
634,"9781563411144"
635,"9780553579680"
635,"9780553579673"
44,"9780451181374"
636,"9780786889167"
637,"9780345370747"
638,"9780553574173"
638,"9780553574166"
638,"9780553574159"
639,"9780312287245"
640,"9780679801146"
641,"9780446300100"
642,"9780821750414"
44,"9780425142486"
643,"9780451456540"
644,"9780060006044"
645,"9780312906559"
12047,"9780312906559"
646,"9780440117292"
647,"9780425049983"
648,"9780374386672"
292,"9780786886463"
649,"9780345395375"
141,"9780380788491"
650,"9780307215345"
648,"9780374343385"
651,"9780345403339"
652,"9780440226697"
652,"9780440219606"
653,"9780767903288"
654,"9780345429179"
323,"9780385299299"
655,"9781573229579"
146,"9780345418777"
281,"9780517201657"
114,"9780743211383"
262,"9780399143700"
656,"9781884777806"
657,"9780312977900"
658,"9780812521337"
2175,"9780812521337"
44,"9780451205421"
659,"9780894342783"
660,"9780440218531"
661,"9780449207598"
662,"9780670844593"
663,"9780394575131"
664,"9780394559483"
665,"9780804001946"
666,"9780590897983"
667,"9780689832871"
12048,"9780689832871"
668,"9780689829697"
12049,"9780689829697"
669,"9780439042918"
455,"9780064409452"
12050,"9780064409452"
455,"9780064405058"
12050,"9780064405058"
670,"9780439221658"
671,"9780152162443"
671,"9780152162573"
671,"9780152162504"
672,"9781562477523"
673,"9780439221672"
674,"9780439221689"
673,"9780439221689"
673,"9780439221719"
673,"9780439221702"
673,"9780439221733"
675,"9780440415992"
676,"9780895872104"
677,"9780689835858"
12051,"9780689835858"
146,"9780345391803"
678,"9780440219071"
679,"9781854245977"
12052,"9781854245977"
680,"9782080105431"
681,"9783499133589"
682,"9783257201765"
93,"9783404121687"
12053,"9783404121687"
93,"9783404118960"
12571,"9783404118960"
683,"9780345356574"
683,"9780345346971"
571,"9780753804704"
114,"9780451155757"
382,"9780786890439"
12001,"9780786890439"
114,"9780786890439"
684,"9780415928083"
12055,"9780415928083"
685,"9780521427159"
686,"9780812923278"
687,"9780884111344"
688,"9780345428547"
146,"9780671694043"
689,"9780809015825"
197,"9780449006559"
690,"9780373250332"
691,"9780380820443"
692,"9780385497671"
12056,"9780385497671"
693,"9780451454249"
694,"9780941423045"
695,"9780373871568"
84,"9780553101430"
696,"9780898151916"
697,"9780835949361"
698,"9780880701105"
117,"9780399145636"
699,"9780312853235"
700,"9780688048730"
12057,"9780688048730"
117,"9780425161722"
7433,"9780425161722"
19,"9780385493802"
701,"9780849916397"
702,"9781928791102"
12058,"9781928791102"
703,"9780671751456"
19,"9780440211723"
704,"9780877192824"
705,"9780380002450"
706,"9780793133956"
706,"9780793133956"
707,"9780394178011"
117,"9780425134351"
708,"9780385479684"
12059,"9780385479684"
709,"9780380754854"
710,"9780380538508"
711,"9780446611626"
502,"9780671742560"
152,"9780515122404"
712,"9780440222811"
713,"9780451204059"
714,"9780385333344"
715,"9780449131541"
716,"9780440120476"
717,"9780451188205"
12060,"9780451188205"
181,"9780440130918"
347,"9780449001950"
35,"9780345404770"
718,"9780451185273"
433,"9780440224822"
719,"9780671779337"
423,"9780515134360"
155,"9780380759491"
12061,"9780380759491"
461,"9783442098422"
12062,"9783442098422"
720,"9780394578798"
721,"9781558505377"
722,"9780373245697"
723,"9780743201070"
724,"9780689835711"
725,"9780553256789"
726,"9780892967995"
727,"9780061064500"
7817,"9780061064500"
728,"9781551668789"
729,"9780836230864"
730,"9780381999865"
731,"9780380817146"
732,"9780380752119"
383,"9780446364768"
458,"9780425166611"
734,"9780613129756"
735,"9780765341976"
736,"9780590514774"
737,"9780373037438"
738,"9780064472777"
739,"9780553581270"
740,"9780373750016"
741,"9780393030341"
452,"9780553561616"
742,"9780312422158"
743,"9780425139066"
744,"9780450029950"
12063,"9780450029950"
745,"9780130139160"
746,"9780373196746"
705,"9780451524485"
12064,"9780451524485"
747,"9780140065176"
19,"9780440221654"
748,"9780373123483"
749,"9780373123100"
750,"9780590225175"
12065,"9780590225175"
458,"9780399143168"
751,"9780441322312"
752,"9780425124345"
753,"9780786889709"
754,"9780312282998"
755,"9780425137949"
755,"9780425128923"
755,"9780425113899"
756,"9780394820378"
12066,"9780394820378"
757,"9780449134481"
758,"9780140363364"
427,"9780375821813"
759,"9780812516821"
760,"9780345348036"
761,"9780679420118"
762,"9780871137388"
763,"9780741409690"
763,"9780741407214"
763,"9780759612273"
763,"9780741402851"
763,"9781585007363"
763,"9780741411273"
763,"9780741403476"
763,"9780741403780"
763,"9780741403056"
763,"9780741405784"
763,"9780741402912"
191,"9780553568769"
35,"9780345381842"
764,"9780140620122"
41,"9780140620108"
765,"9780375420825"
146,"9780671745530"
766,"9780805062977"
764,"9780553211412"
767,"9780671510053"
768,"9781573229388"
769,"9780945397410"
770,"9780385334037"
171,"9780060914653"
155,"9780345347534"
771,"9780553213133"
772,"9783473540426"
773,"9780375507250"
428,"9780060529703"
774,"9780876850862"
528,"9780140274158"
775,"9780679743460"
775,"9780375704024"
12067,"9780375704024"
776,"9780874067392"
12068,"9780874067392"
777,"9780590484756"
778,"9780451527035"
6781,"9780451527035"
779,"9781590520772"
12069,"9781590520772"
777,"9780590484671"
780,"9780975311257"
781,"9780743237185"
106,"9780553586121"
493,"9780553584516"
506,"9780345341204"
782,"9781551662749"
181,"9780440175629"
181,"9780440216841"
783,"9780345443281"
784,"9780553285659"
785,"9780394800134"
12070,"9780394800134"
786,"9780060972776"
787,"9780064401470"
9951,"9780064401470"
54,"9780156001946"
788,"9780553263824"
274,"9780345418012"
532,"9780684801469"
789,"9780393961195"
12071,"9780393961195"
556,"9789997522054"
243,"9780872203495"
12072,"9780872203495"
167,"9780312420147"
790,"9780911104547"
791,"9780375401312"
792,"9780140253603"
793,"9780671789428"
794,"9781566193962"
795,"9780140169300"
796,"9780140077025"
797,"9780679732761"
226,"9780553273601"
226,"9780553273915"
798,"9780060256678"
798,"9780060256678"
799,"9780395927205"
800,"9781859671504"
6508,"9781859671504"
801,"9780810935624"
122,"9780060928339"
367,"9780671003753"
802,"9780553268447"
803,"9780684844725"
804,"9780395051641"
12073,"9780395051641"
805,"9780375705229"
121,"9780380015030"
806,"9780835607865"
807,"9781585742189"
12074,"9781585742189"
808,"9780806996028"
809,"9780440215622"
622,"9780316777735"
810,"9780375501852"
811,"9780877733751"
812,"9780805019360"
813,"9780140070200"
814,"9780140236583"
605,"9780140042399"
815,"9781590520659"
816,"9781590521991"
12075,"9781590521991"
817,"9783446202214"
12076,"9783446202214"
465,"9783499134449"
818,"9780671425173"
819,"9780671726881"
104,"9780446601245"
114,"9780451124340"
461,"9780345384461"
104,"9780446604802"
461,"9780345422392"
820,"9780679734772"
821,"9780440414711"
822,"9780689715624"
12077,"9780689715624"
739,"9780812539387"
823,"9780152013363"
755,"9780425124819"
61,"9780345409461"
12078,"9780345409461"
824,"9781558747340"
825,"9780373250172"
826,"9780763615383"
827,"9780965975407"
12079,"9780965975407"
828,"9780141001777"
829,"9780689309359"
357,"9780451523365"
830,"9780786884629"
831,"9780449005569"
832,"9780671027346"
833,"9780786927081"
12080,"9780786927081"
834,"9780684831053"
226,"9780060194918"
12081,"9780060194918"
835,"9780684819068"
836,"9780375420672"
837,"9780140368550"
838,"9780395353417"
226,"9780066211619"
12082,"9780066211619"
839,"9780312254162"
12083,"9780312254162"
840,"9783453147249"
841,"9783746611228"
842,"9783492229333"
843,"9783453177802"
844,"9783423009157"
845,"9783596133314"
846,"9783822813393"
847,"9783426871874"
848,"9783453171978"
364,"9783423620000"
12084,"9783423620000"
584,"9780345375223"
584,"9780345375216"
12085,"9780345375216"
849,"9780345458292"
528,"9780140042528"
231,"9780380789030"
850,"9780446677578"
851,"9780345358790"
465,"9780060964047"
852,"9780380558483"
853,"9781558171398"
854,"9780425121047"
855,"9780441317509"
856,"9780804102278"
857,"9780812551389"
683,"9780345298980"
683,"9780345316998"
683,"9780345310422"
683,"9780345310309"
683,"9780345310293"
683,"9780345310118"
858,"9780679734055"
568,"9780451130440"
859,"9780553266504"
323,"9780440206156"
28,"9780345370778"
860,"9780441366941"
12086,"9780441366941"
1169,"9780441366941"
861,"9780553574838"
12087,"9780553574838"
862,"9780915950836"
863,"9780060242381"
864,"9780452265349"
506,"9780743457941"
287,"9780373484225"
865,"9780553205756"
866,"9780060171513"
867,"9780312421007"
868,"9780786000982"
231,"9780380789016"
869,"9780451135988"
281,"9780380018178"
870,"9780679004783"
871,"9780684825823"
872,"9780517395752"
873,"9780671014209"
172,"9780679457312"
874,"9780394557434"
875,"9780553571653"
395,"9780312169787"
876,"9780942257328"
877,"9780805008951"
878,"9780786866274"
879,"9780151000630"
6,"9780151000630"
880,"9780140266771"
793,"9780156444507"
577,"9780679723424"
881,"9780441004010"
882,"9780671500542"
215,"9780140620337"
436,"9780460878265"
12088,"9780460878265"
159,"9783257061260"
12089,"9783257061260"
883,"9783453210998"
884,"9783404126668"
186,"9783453177628"
885,"9783453863590"
886,"9783499108518"
